Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD09A1_061_Line_Y_500m,MOD09A1_061_Sample_X_500m,MOD09A1_061_sur_refl_b02,MOD09A1_061_sur_refl_b06,MOD09A1_061_sur_refl_qc_500m,MOD09A1_061_sur_refl_qc_500m_bitmask,MOD09A1_061_sur_refl_qc_500m_MODLAND,MOD09A1_061_sur_refl_qc_500m_MODLAND_Description,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed_Description,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed_Description
TFM,Zaragoza,41.65,-0.88333,2021-02-26,h17v04,2003.0,2241.0,0.2503,0.2726,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-03-06,h17v04,2003.0,2241.0,0.1451,0.1685,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-03-14,h17v04,2003.0,2241.0,0.1479,0.1862,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-03-22,h17v04,2003.0,2241.0,0.1772,0.2009,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-03-30,h17v04,2003.0,2241.0,0.2046,0.2269,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-04-07,h17v04,2003.0,2241.0,0.1907,0.235,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-04-15,h17v04,2003.0,2241.0,0.1706,0.1921,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-04-23,h17v04,2003.0,2241.0,0.2468,0.2929,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-05-01,h17v04,2003.0,2241.0,0.1902,0.2215,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-05-09,h17v04,2003.0,2241.0,0.2087,0.2395,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-05-17,h17v04,2003.0,2241.0,0.2466,0.2941,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-05-25,h17v04,2003.0,2241.0,0.2487,0.2518,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-06-02,h17v04,2003.0,2241.0,0.2139,0.252,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-06-10,h17v04,2003.0,2241.0,0.2287,0.2523,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-06-18,h17v04,2003.0,2241.0,0.2078,0.253,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-06-26,h17v04,2003.0,2241.0,0.2359,0.2647,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-07-04,h17v04,2003.0,2241.0,0.21,0.2596,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-07-12,h17v04,2003.0,2241.0,0.2268,0.2455,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-07-20,h17v04,2003.0,2241.0,0.1947,0.2108,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-07-28,h17v04,2003.0,2241.0,0.2244,0.2758,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-08-05,h17v04,2003.0,2241.0,0.1967,0.2174,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-08-13,h17v04,2003.0,2241.0,0.2034,0.2213,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-08-21,h17v04,2003.0,2241.0,0.1805,0.1939,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-08-29,h17v04,2003.0,2241.0,0.1525,0.1644,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-09-06,h17v04,2003.0,2241.0,0.1694,0.1906,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-09-14,h17v04,2003.0,2241.0,0.1783,0.2104,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-09-22,h17v04,2003.0,2241.0,0.1583,0.191,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-09-30,h17v04,2003.0,2241.0,0.2055,0.2433,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-10-08,h17v04,2003.0,2241.0,0.1505,0.1968,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-10-16,h17v04,2003.0,2241.0,0.1504,0.1766,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-10-24,h17v04,2003.0,2241.0,0.1405,0.1777,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-11-01,h17v04,2003.0,2241.0,0.1355,0.1818,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-11-09,h17v04,2003.0,2241.0,0.1489,0.178,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-11-17,h17v04,2003.0,2241.0,0.2025,0.2259,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-11-25,h17v04,2003.0,2241.0,0.1285,0.1438,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-12-03,h17v04,2003.0,2241.0,0.1068,0.14,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-12-11,h17v04,2003.0,2241.0,0.2173,0.2562,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-12-19,h17v04,2003.0,2241.0,0.5708,0.3172,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2021-12-27,h17v04,2003.0,2241.0,0.1031,0.1341,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-01-01,h17v04,2003.0,2241.0,0.2431,0.28,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-01-09,h17v04,2003.0,2241.0,0.1029,0.1275,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-01-17,h17v04,2003.0,2241.0,0.1331,0.1641,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-01-25,h17v04,2003.0,2241.0,0.1152,0.147,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-02-02,h17v04,2003.0,2241.0,0.1142,0.1413,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-02-10,h17v04,2003.0,2241.0,0.1196,0.1508,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-02-18,h17v04,2003.0,2241.0,0.2029,0.2379,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-02-26,h17v04,2003.0,2241.0,0.1442,0.1698,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-03-06,h17v04,2003.0,2241.0,0.1261,0.1556,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-03-14,h17v04,2003.0,2241.0,0.4305,0.3943,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-03-22,h17v04,2003.0,2241.0,0.4098,0.2247,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-03-30,h17v04,2003.0,2241.0,0.1458,0.1683,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-04-07,h17v04,2003.0,2241.0,0.1425,0.1643,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-04-15,h17v04,2003.0,2241.0,0.2313,0.2731,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-04-23,h17v04,2003.0,2241.0,0.1885,0.1953,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-05-01,h17v04,2003.0,2241.0,0.1975,0.2482,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-05-09,h17v04,2003.0,2241.0,0.228,0.255,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-05-17,h17v04,2003.0,2241.0,0.214,0.2261,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-05-25,h17v04,2003.0,2241.0,0.2408,0.295,1075576832.0,0b01000000000111000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0111,,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-06-02,h17v04,2003.0,2241.0,0.2257,0.247,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-06-10,h17v04,2003.0,2241.0,0.2464,0.281,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-06-18,h17v04,2003.0,2241.0,0.1846,0.2082,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-06-26,h17v04,2003.0,2241.0,0.2679,0.2863,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-07-04,h17v04,2003.0,2241.0,0.2235,0.2711,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-07-12,h17v04,2003.0,2241.0,0.254,0.2778,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-07-20,h17v04,2003.0,2241.0,0.2164,0.231,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-07-28,h17v04,2003.0,2241.0,0.2382,0.2833,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-08-05,h17v04,2003.0,2241.0,0.2139,0.2418,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-08-13,h17v04,2003.0,2241.0,0.2327,0.2558,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-08-21,h17v04,2003.0,2241.0,0.1854,0.213,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-08-29,h17v04,2003.0,2241.0,0.2138,0.2354,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-09-06,h17v04,2003.0,2241.0,0.1907,0.217,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,Zaragoza,41.65,-0.88333,2022-09-14,h17v04,2003.0,2241.0,0.2377,0.2609,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
